occurrence_id,source_url,source_page_title,source_page_approved_indexable_status,destination_gated_url,destination_page_title,anchor_text,component_data_source_or_content_location,link_type,generation_context,relevant_product_family,current_destination_status,closest_approved_url,current_permanent_disposition_status,likely_future_action,implementation_risk
STG01C-LINK-051,https://www.samanportable.com/product/prefabricated-houses,Prefabricated House │ Built in 15 Days │ SAMAN Portable,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/prefabricated-houses/prefab-site-office,Prefab Site Office for Construction Sites | SAMAN,prefabricated site office,Rendered product card/grid; shared listing or commercial template,card,template-generated,prefabricated-houses,TEMPORARY_200_NOINDEX_FOLLOW,/product/prefabricated-houses,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-052,https://www.samanportable.com/product/prefabricated-houses,Prefabricated House │ Built in 15 Days │ SAMAN Portable,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/prefabricated-houses/prefab-site-office,Prefab Site Office for Construction Sites | SAMAN,prefab site office,Rendered product card/grid; shared listing or commercial template,card,template-generated,prefabricated-houses,TEMPORARY_200_NOINDEX_FOLLOW,/product/prefabricated-houses,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-053,https://www.samanportable.com/product/prefabricated-houses/prefabricated-bunkhouse,Prefabricated Bunkhouse — Pre-Built Crew Housing | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/prefabricated-houses/bunkhouse-cabin,Bunkhouse Cabin — Factory-Built Crew Sleeping Unit | SAMAN,bunkhouse cabin,Rendered product card/grid; shared listing or commercial template,card,template-generated,prefabricated-houses,TEMPORARY_200_NOINDEX_FOLLOW,/product/prefabricated-houses/prefabricated-bunkhouse,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-054,https://www.samanportable.com/product/prefabricated-houses/prefabricated-bunkhouse,Prefabricated Bunkhouse — Pre-Built Crew Housing | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/prefabricated-houses/bunkhouse-cabin,Bunkhouse Cabin — Factory-Built Crew Sleeping Unit | SAMAN,bunkhouse cabin,Rendered product card/grid; shared listing or commercial template,card,template-generated,prefabricated-houses,TEMPORARY_200_NOINDEX_FOLLOW,/product/prefabricated-houses/prefabricated-bunkhouse,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-055,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-price,"PUF Panel Price 2026, Rate Per Sq Ft by Thickness | SAMAN",PUF Panel Price PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-056,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-roofing,"PUF Panel Roofing Sheet, Insulated Roof Panels | SAMAN",PUF Panel Roofing PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-057,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-sandwich-panel,"PUF Sandwich Panel & PUF Sheet, Manufacturer | SAMAN",PUF Sandwich Panel PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-058,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-price,"PUF Panel Price 2026, Rate Per Sq Ft by Thickness | SAMAN",PUF Panel Price PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-059,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-roofing,"PUF Panel Roofing Sheet, Insulated Roof Panels | SAMAN",PUF Panel Roofing PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-060,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-sandwich-panel,"PUF Sandwich Panel & PUF Sheet, Manufacturer | SAMAN",PUF Sandwich Panel PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-061,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-roofing,"PUF Panel Roofing Sheet, Insulated Roof Panels | SAMAN",insulated PUF roof panels for factory buildings,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-062,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-price,"PUF Panel Price 2026, Rate Per Sq Ft by Thickness | SAMAN",thickness-wise PUF panel price list,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-063,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-house,"PUF Panel House, Price, Design & Residential Use | SAMAN",PUF panel houses and residential units,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-064,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-specification,"PUF Panel Specification: Thickness, Size & Density | SAMAN",technical specification of our PUF panels,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-065,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/cold-storage-puf-panel,"Cold Storage PUF Panel, Cold Room & Freezer Panels | SAMAN",PUF panels for cold rooms and freezer rooms,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-066,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-sandwich-panel,"PUF Sandwich Panel & PUF Sheet, Manufacturer | SAMAN",our PUF sandwich panel and sheet range,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-067,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-price,"PUF Panel Price 2026, Rate Per Sq Ft by Thickness | SAMAN",PUF Panel Price PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-068,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-roofing,"PUF Panel Roofing Sheet, Insulated Roof Panels | SAMAN",PUF Panel Roofing PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-069,https://www.samanportable.com/product/puf-panel,PUF Panel Manufacturer in India | Price & Sizes | SAMAN,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-sandwich-panel,"PUF Sandwich Panel & PUF Sheet, Manufacturer | SAMAN",PUF Sandwich Panel PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-070,https://www.samanportable.com/product/puf-panel/puf-wall-panel,"PUF Wall Panel, Partition & Ceiling Panels | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-house,"PUF Panel House, Price, Design & Residential Use | SAMAN",PUF Panel House PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-071,https://www.samanportable.com/product/puf-panel/puf-wall-panel,"PUF Wall Panel, Partition & Ceiling Panels | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-specification,"PUF Panel Specification: Thickness, Size & Density | SAMAN",PUF Panel Specification PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-072,https://www.samanportable.com/product/puf-panel/puf-wall-panel,"PUF Wall Panel, Partition & Ceiling Panels | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-specification,"PUF Panel Specification: Thickness, Size & Density | SAMAN",detailed PUF panel specifications and sizes,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-073,https://www.samanportable.com/product/puf-panel/puf-wall-panel,"PUF Wall Panel, Partition & Ceiling Panels | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-specification,"PUF Panel Specification: Thickness, Size & Density | SAMAN",PUF panel specification,Rendered product card/grid; shared listing or commercial template,card,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-074,https://www.samanportable.com/product/puf-panel/puf-wall-panel,"PUF Wall Panel, Partition & Ceiling Panels | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-house,"PUF Panel House, Price, Design & Residential Use | SAMAN",PUF Panel House PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-075,https://www.samanportable.com/product/puf-panel/puf-wall-panel,"PUF Wall Panel, Partition & Ceiling Panels | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-specification,"PUF Panel Specification: Thickness, Size & Density | SAMAN",PUF Panel Specification PUF Panels View,Rendered related-product rail; shared commercial template,rail,template-generated,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-076,https://www.samanportable.com/product/roofing-sheet,"Roofing Sheet, All Roof Sheet Types, Sizes & Designs | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/sandwich-panel,"Sandwich Panel Manufacturer in India, Types, Cores & Sizes | SAMAN",Sandwich Panels Sandwich Panel,Rendered related-product rail; shared commercial template,rail,template-generated,sandwich-panel,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-077,https://www.samanportable.com/product/roofing-sheet,"Roofing Sheet, All Roof Sheet Types, Sizes & Designs | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/sandwich-panel,"Sandwich Panel Manufacturer in India, Types, Cores & Sizes | SAMAN",Sandwich Panels Sandwich Panel,Rendered related-product rail; shared commercial template,rail,template-generated,sandwich-panel,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-078,https://www.samanportable.com/product/roofing-sheet,"Roofing Sheet, All Roof Sheet Types, Sizes & Designs | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-roofing,"PUF Panel Roofing Sheet, Insulated Roof Panels | SAMAN",insulated PUF roofing panels for temperature-controlled roofs,Rendered main/article content location,contextual,contextual,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-079,https://www.samanportable.com/product/roofing-sheet/polycarbonate-roofing-sheet,"Polycarbonate Roofing Sheet, Solid, Multiwall & Corrugated | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/sandwich-panel,"Sandwich Panel Manufacturer in India, Types, Cores & Sizes | SAMAN",Sandwich Panels Sandwich Panel,Rendered related-product rail; shared commercial template,rail,template-generated,sandwich-panel,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-080,https://www.samanportable.com/product/roofing-sheet/polycarbonate-roofing-sheet,"Polycarbonate Roofing Sheet, Solid, Multiwall & Corrugated | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/sandwich-panel,"Sandwich Panel Manufacturer in India, Types, Cores & Sizes | SAMAN",Sandwich Panels Sandwich Panel,Rendered related-product rail; shared commercial template,rail,template-generated,sandwich-panel,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-081,https://www.samanportable.com/product/roofing-sheet/polycarbonate-roofing-sheet,"Polycarbonate Roofing Sheet, Solid, Multiwall & Corrugated | SAMAN",APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/puf-panel/puf-panel-roofing,"PUF Panel Roofing Sheet, Insulated Roof Panels | SAMAN",PUF panel roofing we manufacture ourselves,Rendered main/article content location,contextual,contextual,puf-panel,TEMPORARY_200_NOINDEX_FOLLOW,/product/puf-panel,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-082,https://www.samanportable.com/product/security-cabins,Security Cabins │ Guard Posts for Every Site │ SAMAN Portable,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/security-cabins/security-guard-cabin,Security Guard Cabin │ Pre-Built 6×6×9 ft │ SAMAN Portable,security guard cabin,Rendered product card/grid; shared listing or commercial template,card,template-generated,security-cabins,TEMPORARY_200_NOINDEX_FOLLOW,/product/security-cabins,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-083,https://www.samanportable.com/product/security-cabins,Security Cabins │ Guard Posts for Every Site │ SAMAN Portable,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/security-cabins/prefabricated-security-cabin,Prefabricated Security Cabin │ Custom-Built │ SAMAN Portable,prefabricated security cabin,Rendered product card/grid; shared listing or commercial template,card,template-generated,security-cabins,TEMPORARY_200_NOINDEX_FOLLOW,/product/security-cabins,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-084,https://www.samanportable.com/product/security-cabins,Security Cabins │ Guard Posts for Every Site │ SAMAN Portable,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/security-cabins/portable-security-cabin,Portable Security Cabin │ Relocate Any Post │ SAMAN Portable,portable security cabin,Rendered product card/grid; shared listing or commercial template,card,template-generated,security-cabins,TEMPORARY_200_NOINDEX_FOLLOW,/product/security-cabins,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-085,https://www.samanportable.com/product/security-cabins,Security Cabins │ Guard Posts for Every Site │ SAMAN Portable,APPROVED_LIVE_INDEXABLE,https://www.samanportable.com/product/security-cabins/readymade-security-cabin,Readymade Security Cabin │ Pre-Built 8×6 Stock │ SAMAN,readymade security cabin,Rendered product card/grid; shared listing or commercial template,card,template-generated,security-cabins,TEMPORARY_200_NOINDEX_FOLLOW,/product/security-cabins,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-086,https://www.samanportable.com/container-office-in-ahmedabad,Container Office in Ahmedabad | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,container office configurations and pricing factors,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-087,https://www.samanportable.com/container-office-in-ahmedabad,Container Office in Ahmedabad | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,mobile office container for changing site needs,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-088,https://www.samanportable.com/container-office-in-bangalore,Container Office in Bangalore | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,container offices in Bommasandra,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-089,https://www.samanportable.com/container-office-in-bangalore,Container Office in Bangalore | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,container office units in Hoskote,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-090,https://www.samanportable.com/container-office-in-chennai,Container Office in Chennai | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,the full range of container offices we build,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-091,https://www.samanportable.com/container-office-in-chennai,Container Office in Chennai | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,mobile container office that relocates between sites,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-092,https://www.samanportable.com/container-office-in-chennai,Container Office in Chennai | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,container office delivery in Hosur,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-093,https://www.samanportable.com/container-office-in-chennai,Container Office in Chennai | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,factory-built units in Bommasandra,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-094,https://www.samanportable.com/container-office-in-dehradun,Container Office in Dehradun | SAMAN Manufacturer,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,mobile office containers for project teams,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-095,https://www.samanportable.com/container-office-in-gwalior,Container Office in Gwalior | SAMAN Manufacturer,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,mobile container offices for shifting sites,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-096,https://www.samanportable.com/container-office-in-hyderabad,Container Office in Hyderabad | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,every container office configuration we offer,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-097,https://www.samanportable.com/container-office-in-hyderabad,Container Office in Hyderabad | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,container office supply across the Bangalore belt,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-098,https://www.samanportable.com/container-office-in-hyderabad,Container Office in Hyderabad | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,industrial-grade units near Hosur,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-099,https://www.samanportable.com/container-office-in-jalandhar,Container Office in Jalandhar | SAMAN Focal Point Offices,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,a mobile container office for export-unit expansions,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-100,https://www.samanportable.com/container-office-in-kochi,Container Office in Kochi | SAMAN Manufacturer,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,the container office category we manufacture,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-101,https://www.samanportable.com/container-office-in-kolkata,Container Office in Kolkata | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,the container office lineup and specifications,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
